user_id,session_timestamp,timestamp_unix,elapsed_s,drill_name,iteration,step_index,expected_action,detected_action,correct,attempts_left,failures,combo_complete,source,confidence
1,2026-02-08 13:32:45,1770528772.300918,0.000,1-1-2 Combo,1,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 13:32:45,1770528798.7492437,26.448,1-1-2 Combo,1,1,jab,cross,0,2,1,0,color_tracking,
1,2026-02-08 13:34:18,1770528860.6257,1.776,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:34:18,1770528861.7557745,2.907,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:34:18,1770528862.8233209,0.000,1-1-2 Combo,1,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 13:34:18,1770528865.1997566,2.376,1-1-2 Combo,1,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:34:18,1770528865.9261243,3.103,1-1-2 Combo,1,2,jab,cross,0,2,1,0,color_tracking,
1,2026-02-08 13:34:18,1770528868.3944292,2.468,1-1-2 Combo,1,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:34:18,1770528869.4351232,3.508,1-1-2 Combo,1,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:34:18,1770528870.5994298,0.000,1-1-2 Combo,2,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 13:34:18,1770528873.4739113,2.874,1-1-2 Combo,2,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:34:18,1770528874.636657,4.037,1-1-2 Combo,2,2,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:34:18,1770528875.6656058,0.000,1-1-2 Combo,3,3,cross,cross,1,2,1,1,color_tracking,
1,2026-02-08 13:34:18,1770528878.769043,3.103,1-1-2 Combo,3,1,jab,jab,1,2,1,0,color_tracking,
1,2026-02-08 13:50:45,1770529847.6242151,2.276,1-1-2 Combo,0,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:50:45,1770529848.812715,3.465,1-1-2 Combo,0,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:50:45,1770529849.890581,0.000,1-1-2 Combo,1,3,cross,cross,1,3,0,1,color_tracking,
1,2026-02-08 13:50:45,1770529852.6582904,2.768,1-1-2 Combo,1,1,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:50:45,1770529853.7581518,3.868,1-1-2 Combo,1,2,jab,jab,1,3,0,0,color_tracking,
1,2026-02-08 13:50:45,1770529855.0225234,5.132,1-1-2 Combo,1,3,cross,jab,0,2,1,0,color_tracking,
